sample,year,variant,variant_type,final_nav,ann_return_total,ann_vol_total,sharpe_total,ir_excess,max_dd,mean_exposure,risk_off_share,switches,tc_drag
is_wf_2015_2019,2017,combo_vol_and_or_spread21_q10,combo_vol_spread,0.9902375859982298,-0.010599525987790459,0.0709863580032911,-0.11467157920638914,-0.11467157920638914,-0.05199891168472137,0.9741379310344828,0.02586206896551724,3,0.0075
is_wf_2015_2019,2018,combo_vol_and_or_spread21_q10,combo_vol_spread,1.0714802638017167,0.07822652150429255,0.07327757060803079,1.0644965715141195,0.7221281086466113,-0.037866621116397936,0.9956709956709957,0.004329004329004329,3,0.0075
is_wf_2015_2019,2019,combo_vol_and_or_spread21_q10,combo_vol_spread,0.9802366515172917,-0.02144868714841397,0.10545062855656383,-0.1527991419006161,-0.35986517857763645,-0.16571617240163428,0.8663793103448276,0.1336206896551724,8,0.02
is_wf_2015_2019,2015,combo_vol_and_or_spread63_q10,combo_vol_spread,1.0921295597375065,0.100458473095411,0.11661069836045057,0.8792084802949182,0.8792084802949182,-0.07836986187208739,0.9827586206896551,0.017241379310344827,6,0.015
is_wf_2015_2019,2016,combo_vol_and_or_spread63_q10,combo_vol_spread,0.7669124869116439,-0.24950569916315835,0.11503103724821348,-2.436120915517076,-2.436120915517076,-0.25369209610278454,0.6738197424892703,0.3261802575107296,26,0.065
is_wf_2015_2019,2017,combo_vol_and_or_spread63_q10,combo_vol_spread,1.0018784911481033,0.002040595158224079,0.07228703564302819,0.0642841254950331,0.0642841254950331,-0.04962296910749009,1.0,0.0,0,0.0
is_wf_2015_2019,2018,combo_vol_and_or_spread63_q10,combo_vol_spread,1.0790068135419166,0.08649163234252844,0.07314297600929696,1.1707564803218662,0.8262257902280293,-0.03658260136398983,1.0,0.0,0,0.0
is_wf_2015_2019,2019,combo_vol_and_or_spread63_q10,combo_vol_spread,1.087485465211336,0.09537648795404952,0.11416105870994259,0.8552298878188695,0.663118207934008,-0.11800581337187177,0.8706896551724138,0.12931034482758622,3,0.0075
is_wf_2015_2019,2015,combo_triple_and_vol_and_spread21,combo_vol_spread,1.119921457220043,0.1309095539250933,0.11730150470495436,1.107515432670732,1.107515432670732,-0.07836986187208772,1.0,0.0,0,0.0
is_wf_2015_2019,2016,combo_triple_and_vol_and_spread21,combo_vol_spread,0.9025205001010079,-0.10499632267026904,0.14557636509375582,-0.6893896617635197,-0.6893896617635197,-0.15059443094875535,1.0,0.0,0,0.0
is_wf_2015_2019,2017,combo_triple_and_vol_and_spread21,combo_vol_spread,1.0018784911481033,0.002040595158224079,0.07228703564302819,0.0642841254950331,0.0642841254950331,-0.04962296910749009,1.0,0.0,0,0.0
is_wf_2015_2019,2018,combo_triple_and_vol_and_spread21,combo_vol_spread,1.0790068135419166,0.08649163234252844,0.07314297600929696,1.1707564803218662,0.8262257902280293,-0.03658260136398983,1.0,0.0,0,0.0
is_wf_2015_2019,2019,combo_triple_and_vol_and_spread21,combo_vol_spread,1.104682703177862,0.11420455440167676,0.12100587640905934,0.9543835069877277,0.7461291581260939,-0.11800581337187177,1.0,0.0,0,0.0
